WV;l;{ts '2016-11-09 15:25:15'}
WV577311108;Clinton;Hillary;|WV570481108;Trump;Donald;|WV577321108;Johnson;Gary;|WV577671108;Stein;Jill;|WV577831108;Castle;Darrell;|WV570601108;Justice;Jim;|WV570581108;Cole;Bill;|WV577621108;Pritt;Charlotte;|WV577841108;Hudok;Phil;|WV577341108;Moran;David;|WV570821108;Manypenny;Mike;|WV567401108;McKinley;David;|WV570841108;Hunt;Mark;|WV567381108;Mooney;Alex;|WV570911108;Detch;Matt;|WV567391108;Jenkins;Evan;|WV577331108;Lawhorn;Zane;
WV;G;G;54047;McDowell;X;100.0;X;;49136;;||WV570601108;Dem;3448;56.1;X;X;;;1|WV570581108;GOP;2483;40.4;;X;;;2|WV577621108;Mnt;144;2.3;;X;;;3|WV577841108;CST;22;0.4;;X;;;4|WV577341108;Lib;48;0.8;;X;;;5
WV;G;G;54055;Mercer;X;100.0;X;;49136;;||WV570601108;Dem;9296;40.3;X;X;;;1|WV570581108;GOP;12631;54.7;;X;;;2|WV577621108;Mnt;794;3.4;;X;;;3|WV577841108;CST;86;0.4;;X;;;4|WV577341108;Lib;277;1.2;;X;;;5
WV;G;G;54057;Mineral;X;100.0;X;;49136;;||WV570601108;Dem;3436;30.4;X;X;;;1|WV570581108;GOP;6965;61.6;;X;;;2|WV577621108;Mnt;430;3.8;;X;;;3|WV577841108;CST;80;0.7;;X;;;4|WV577341108;Lib;387;3.4;;X;;;5
WV;G;G;54059;Mingo;X;100.0;X;;49136;;||WV570601108;Dem;5143;54.9;X;X;;;1|WV570581108;GOP;3684;39.3;;X;;;2|WV577621108;Mnt;427;4.6;;X;;;3|WV577841108;CST;27;0.3;;X;;;4|WV577341108;Lib;95;1.0;;X;;;5
WV;G;G;54061;Monongalia;X;100.0;X;;49136;;||WV570601108;Dem;15877;44.3;X;X;;;1|WV570581108;GOP;14233;39.7;;X;;;2|WV577621108;Mnt;3942;11.0;;X;;;3|WV577841108;CST;164;0.5;;X;;;4|WV577341108;Lib;1644;4.6;;X;;;5
WV;G;G;54063;Monroe;X;100.0;X;;49136;;||WV570601108;Dem;2732;47.7;X;X;;;1|WV570581108;GOP;2504;43.7;;X;;;2|WV577621108;Mnt;415;7.2;;X;;;3|WV577841108;CST;11;0.2;;X;;;4|WV577341108;Lib;71;1.2;;X;;;5
WV;G;G;54065;Morgan;X;100.0;X;;49136;;||WV570601108;Dem;1925;26.0;X;X;;;1|WV570581108;GOP;4750;64.1;;X;;;2|WV577621108;Mnt;509;6.9;;X;;;3|WV577841108;CST;33;0.4;;X;;;4|WV577341108;Lib;195;2.6;;X;;;5
WV;G;G;54067;Nicholas;X;100.0;X;;49136;;||WV570601108;Dem;5713;60.0;X;X;;;1|WV570581108;GOP;3326;34.9;;X;;;2|WV577621108;Mnt;350;3.7;;X;;;3|WV577841108;CST;42;0.4;;X;;;4|WV577341108;Lib;93;1.0;;X;;;5
WV;G;G;54069;Ohio;X;100.0;X;;49136;;||WV570601108;Dem;8334;46.6;X;X;;;1|WV570581108;GOP;7991;44.6;;X;;;2|WV577621108;Mnt;1071;6.0;;X;;;3|WV577841108;CST;73;0.4;;X;;;4|WV577341108;Lib;434;2.4;;X;;;5
WV;G;G;54071;Pendleton;X;100.0;X;;49136;;||WV570601108;Dem;1333;42.3;X;X;;;1|WV570581108;GOP;1560;49.5;;X;;;2|WV577621108;Mnt;164;5.2;;X;;;3|WV577841108;CST;38;1.2;;X;;;4|WV577341108;Lib;54;1.7;;X;;;5
WV;G;G;54073;Pleasants;X;100.0;X;;49136;;||WV570601108;Dem;1703;54.0;X;X;;;1|WV570581108;GOP;1280;40.6;;X;;;2|WV577621108;Mnt;109;3.5;;X;;;3|WV577841108;CST;12;0.4;;X;;;4|WV577341108;Lib;51;1.6;;X;;;5
WV;G;G;54075;Pocahontas;X;100.0;X;;49136;;||WV570601108;Dem;1956;53.5;X;X;;;1|WV570581108;GOP;1220;33.4;;X;;;2|WV577621108;Mnt;379;10.4;;X;;;3|WV577841108;CST;48;1.3;;X;;;4|WV577341108;Lib;50;1.4;;X;;;5
WV;G;G;54077;Preston;X;100.0;X;;49136;;||WV570601108;Dem;3952;31.7;X;X;;;1|WV570581108;GOP;6552;52.5;;X;;;2|WV577621108;Mnt;568;4.6;;X;;;3|WV577841108;CST;61;0.5;;X;;;4|WV577341108;Lib;1342;10.8;;X;;;5
WV;G;G;54079;Putnam;X;100.0;X;;49136;;||WV570601108;Dem;13176;53.3;X;X;;;1|WV570581108;GOP;9771;39.5;;X;;;2|WV577621108;Mnt;1375;5.6;;X;;;3|WV577841108;CST;70;0.3;;X;;;4|WV577341108;Lib;318;1.3;;X;;;5
WV;G;G;54081;Raleigh;X;100.0;X;;49136;;||WV570601108;Dem;16657;56.4;X;X;;;1|WV570581108;GOP;11038;37.4;;X;;;2|WV577621108;Mnt;1296;4.4;;X;;;3|WV577841108;CST;159;0.5;;X;;;4|WV577341108;Lib;381;1.3;;X;;;5
WV;G;G;54083;Randolph;X;100.0;X;;49136;;||WV570601108;Dem;5093;46.8;X;X;;;1|WV570581108;GOP;4481;41.2;;X;;;2|WV577621108;Mnt;568;5.2;;X;;;3|WV577841108;CST;550;5.1;;X;;;4|WV577341108;Lib;195;1.8;;X;;;5
WV;G;G;54085;Ritchie;X;100.0;X;;49136;;||WV570601108;Dem;1269;31.6;X;X;;;1|WV570581108;GOP;2506;62.4;;X;;;2|WV577621108;Mnt;161;4.0;;X;;;3|WV577841108;CST;19;0.5;;X;;;4|WV577341108;Lib;64;1.6;;X;;;5
WV;G;G;54087;Roane;X;100.0;X;;49136;;||WV570601108;Dem;2785;52.6;X;X;;;1|WV570581108;GOP;2087;39.4;;X;;;2|WV577621108;Mnt;332;6.3;;X;;;3|WV577841108;CST;24;0.5;;X;;;4|WV577341108;Lib;67;1.3;;X;;;5
WV;G;G;54089;Summers;X;100.0;X;;49136;;||WV570601108;Dem;2721;55.2;X;X;;;1|WV570581108;GOP;1787;36.3;;X;;;2|WV577621108;Mnt;335;6.8;;X;;;3|WV577841108;CST;14;0.3;;X;;;4|WV577341108;Lib;70;1.4;;X;;;5
WV;G;G;54091;Taylor;X;100.0;X;;49136;;||WV570601108;Dem;2994;45.6;X;X;;;1|WV570581108;GOP;3077;46.8;;X;;;2|WV577621108;Mnt;269;4.1;;X;;;3|WV577841108;CST;33;0.5;;X;;;4|WV577341108;Lib;198;3.0;;X;;;5
WV;G;G;54093;Tucker;X;100.0;X;;49136;;||WV570601108;Dem;1478;42.6;X;X;;;1|WV570581108;GOP;1604;46.2;;X;;;2|WV577621108;Mnt;184;5.3;;X;;;3|WV577841108;CST;47;1.4;;X;;;4|WV577341108;Lib;156;4.5;;X;;;5
WV;G;G;54095;Tyler;X;100.0;X;;49136;;||WV570601108;Dem;1441;39.7;X;X;;;1|WV570581108;GOP;1952;53.8;;X;;;2|WV577621108;Mnt;146;4.0;;X;;;3|WV577841108;CST;30;0.8;;X;;;4|WV577341108;Lib;62;1.7;;X;;;5
WV;G;G;54097;Upshur;X;100.0;X;;49136;;||WV570601108;Dem;3712;40.5;X;X;;;1|WV570581108;GOP;4698;51.3;;X;;;2|WV577621108;Mnt;477;5.2;;X;;;3|WV577841108;CST;97;1.1;;X;;;4|WV577341108;Lib;174;1.9;;X;;;5
WV;G;G;54099;Wayne;X;100.0;X;;49136;;||WV570601108;Dem;8494;55.8;X;X;;;1|WV570581108;GOP;5790;38.0;;X;;;2|WV577621108;Mnt;659;4.3;;X;;;3|WV577841108;CST;77;0.5;;X;;;4|WV577341108;Lib;215;1.4;;X;;;5
WV;G;G;54101;Webster;X;100.0;X;;49136;;||WV570601108;Dem;1461;49.1;X;X;;;1|WV570581108;GOP;1260;42.4;;X;;;2|WV577621108;Mnt;169;5.7;;X;;;3|WV577841108;CST;32;1.1;;X;;;4|WV577341108;Lib;52;1.7;;X;;;5
WV;G;G;54103;Wetzel;X;100.0;X;;49136;;||WV570601108;Dem;3204;51.6;X;X;;;1|WV570581108;GOP;2513;40.4;;X;;;2|WV577621108;Mnt;314;5.1;;X;;;3|WV577841108;CST;70;1.1;;X;;;4|WV577341108;Lib;112;1.8;;X;;;5
WV;G;G;54105;Wirt;X;100.0;X;;49136;;||WV570601108;Dem;1161;48.0;X;X;;;1|WV570581108;GOP;1104;45.7;;X;;;2|WV577621108;Mnt;102;4.2;;X;;;3|WV577841108;CST;9;0.4;;X;;;4|WV577341108;Lib;42;1.7;;X;;;5
WV;G;G;54107;Wood;X;100.0;X;;49136;;||WV570601108;Dem;17068;48.3;X;X;;;1|WV570581108;GOP;15809;44.7;;X;;;2|WV577621108;Mnt;1635;4.6;;X;;;3|WV577841108;CST;139;0.4;;X;;;4|WV577341108;Lib;722;2.0;;X;;;5
WV;G;G;54109;Wyoming;X;100.0;X;;49136;;||WV570601108;Dem;4827;61.7;X;X;;;1|WV570581108;GOP;2634;33.6;;X;;;2|WV577621108;Mnt;267;3.4;;X;;;3|WV577841108;CST;24;0.3;;X;;;4|WV577341108;Lib;76;1.0;;X;;;5
